participant_id,AET1,AET2,AET3,AET4,CLA1,CLA2,CLA3,CLA4,ALU1,ALU2,ALU3,ALU4,RDG1,RDG2,RDG3,RDG4,WHC1,WHC2,WHC3,WHC4,CEJ1,CEJ2,CEJ3,CEJ4,AISE1,AISE2,AISE3,AISE4,PEC1,PEC2,PEC3,PEC4,PI1,PI2,PI3,PI4,SD1,SD2,SD3,SD4,AET,CLA,ALU,RDG,WHC,CEJ,AI_Readiness_Total,ai_self_efficacy,prompt_engineering_confidence,political_interest,social_desirability,general_cognitive_ability,prior_coding_experience_years,programming_self_efficacy,coding_knowledge_test,coding_accuracy,debugging_score,code_quality_rating,coding_efficiency,coding_performance_task
141,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,,2.0,2.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,,3.0,2.75,3.25,2.3333333333333335,3.25,3.75,3.75,3.180555555555556,3.25,4.75,1.5,3.0,-1.9093789839212645,0.4,0.4944041669072205,0.10164506766697806,,-0.7758495770886807,-0.36775738641682487,-0.4165039249757004,-0.936890663497474
142,1.0,2.0,3.0,,3.0,3.0,5.0,5.0,2.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,1.5,4.75,4.25,3.5,3.3333333333333335,3.0,2.5,3.75,2.75,0.7697044671779679,1.2,1.4095590865576324,1.141420610090083,1.46712829413931,0.8354265341162852,-0.4450445858715363,1.806291169842624,1.4488347163014161
143,3.0,4.0,5.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,2.0,,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,,3.0,3.0,4.0,3.0,1.5,2.5,3.25,3.25,2.9166666666666665,2.3333333333333335,3.75,3.0,3.0,-0.7513144803170324,3.1,0.7140292549008102,0.2678918949191691,0.2558371194029075,1.5540015009051562,0.5480091668063245,,0.9074406078009535
144,2.0,3.0,3.0,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.5,1.6666666666666667,1.75,1.0,1.5,1.3333333333333333,1.6250000000000002,1.5,2.5,1.5,2.0,0.07041568943287184,5.8,-1.2572920150884508,-1.6485365185995997,-1.3065198931160071,-1.998051241590938,-1.9856474888306095,-1.8386278925475616,-2.273167910803583
145,,5.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,,1.0,3.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,5.0,4.0,3.3333333333333335,3.5,2.6666666666666665,2.0,4.25,3.25,3.1666666666666665,3.25,2.5,2.75,3.5,0.8148074622734984,1.6,1.1282758871045904,0.8327374306104649,0.4849894889081129,0.12119344744994401,1.7853708859227462,0.26837989498072834,0.7083486095792129
146,5.0,5.0,5.0,4.0,4.0,3.0,1.0,3.0,5.0,5.0,3.0,,5.0,,5.0,5.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,,4.0,5.0,4.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,4.75,2.75,4.333333333333333,5.0,2.25,3.75,3.8055555555555554,3.3333333333333335,3.0,3.5,3.5,3.3089074152006237,4.2,1.2237253478870602,0.6340205114872184,1.9709422999307988,,1.4901118248977767,0.6134681191302975,1.7728828527904714
147,5.0,,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.666666666666667,4.75,5.0,4.5,4.666666666666667,3.75,4.555555555555556,5.0,4.25,2.75,4.5,-1.059939491597714,5.9,0.9395862876322076,-0.04978743435724619,1.5142173028729933,0.4429970452326383,0.03642645324532703,-0.34571307259804207,0.72166561653524
148,4.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,1.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,2.0,5.0,1.0,3.0,3.0,4.0,3.75,3.25,2.25,3.25,4.0,3.4166666666666665,3.75,3.75,3.25,3.0,1.2190732063348553,5.6,1.4257942826805654,0.28668806482269216,0.27462544816389833,0.9289471980518502,-0.10063467883784251,0.9553322470954903,0.1865386459574152
149,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,4.0,,5.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,2.25,1.5,1.6666666666666667,3.0,3.0,3.25,2.4444444444444446,2.25,1.0,3.25,1.75,-0.5730979405985033,1.3,-0.7084298991228773,0.9218915946300158,-0.42051067417227034,-0.06507718347458374,-0.5753936488668269,-0.11553341192082997,-0.4720820370959086
150,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,2.0,3.0,1.0,1.0,1.25,2.75,1.5,1.0,1.5,2.25,1.7083333333333333,1.25,1.25,2.3333333333333335,1.75,0.8561483101843249,1.9,-1.0883290953072844,-0.3782830859353472,-1.1073392024724449,-2.237961888329768,-0.8094522557396182,-0.26305177967969295,-1.6840629861627918
151,3.0,2.0,4.0,2.0,5.0,,5.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,2.75,5.0,3.0,3.75,2.5,3.75,3.4583333333333335,3.25,3.75,2.25,2.0,0.5901601765263914,1.6,0.7780820447072863,-0.09307042380347218,0.9363268685192395,0.3482264099819887,0.9986686235766745,0.25894386246288176,0.7612952501219675
152,3.0,5.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,3.25,2.25,2.75,3.5,4.5,3.5,3.2916666666666665,3.0,3.0,3.5,3.5,0.2762780591261032,4.4,0.36378055073178833,-0.905064553389924,-0.986551113326394,-0.40860498279725793,-0.7399950934991665,1.2579217803793894,-0.7217519002362345
153,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.25,1.75,2.25,4.25,1.75,2.7083333333333335,1.75,1.5,1.5,2.75,-0.3399573167503521,5.4,-0.4754926351323976,-0.7647643483451869,0.009326128970068393,-0.9356891328155615,0.15686192101597965,-1.1299085063224263,-0.7924637040352362
154,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,,1.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,2.25,2.25,2.5,1.0,2.75,3.25,2.3333333333333335,1.5,1.6666666666666667,1.0,3.75,-0.43380203203692086,1.3,0.01103324270961381,0.06869299046015093,-0.8744125112452327,-0.01641500106372443,-0.26933528269765267,0.1691645175346061,-0.4711875399751244
155,4.0,4.0,4.0,,1.0,3.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,,5.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.75,3.5,3.0,3.6666666666666665,3.75,3.2777777777777772,3.25,2.25,2.0,2.5,0.6330964666581463,6.6,0.7540941094156122,-0.19069896052270338,-0.47423323509211945,1.4607444434831653,0.754497036703291,2.0583391701566986,0.5688917392884161
156,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,2.0,2.5,2.25,1.5,4.5,1.75,2.4166666666666665,2.0,1.25,3.75,3.0,-0.5811739017226827,1.8,0.008021709508079152,-2.192727837761636,-1.6392570977342265,-1.1561325921739065,-0.04221865735970044,-0.6486840455499879,-1.0237163643138778
157,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,4.0,3.0,3.0,1.0,1.0,1.75,3.25,1.75,1.0,1.5,1.5,1.7916666666666667,2.0,1.75,3.25,2.0,-0.056112893717310125,4.2,0.7071660407234984,1.1860148747973076,-1.1980329955004885,-0.26933906493697163,-0.08716293137251852,0.02516144737544386,-0.550176340696474
158,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,,2.0,4.0,3.0,3.0,,3.0,2.75,2.25,2.75,2.75,1.5,2.25,2.375,2.25,1.75,3.0,3.0,0.12781250247708603,0.5,0.8472903694976591,-0.5719270832968418,-0.22016388230274192,-0.2835169580022593,-1.4558796135248009,1.6278910037906817,0.015008598586829453
159,1.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.75,1.75,2.5,3.5,2.5,2.5,2.5833333333333335,2.25,1.25,4.0,4.0,0.652159186848546,0.6,-1.4740732904448477,-0.5580721162458698,-1.6638808360567352,0.3763841329515865,-0.738361463936631,-1.3225324338963733,-0.6474082899754341
160,5.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,,,3.0,3.0,4.0,5.0,5.0,3.0,3.5,4.25,3.0,3.75,3.5,3.5,3.5833333333333335,4.5,4.25,3.0,4.25,-1.1964128676252368,11.2,1.5620839214332256,-0.9519960928461905,0.20073454592766055,0.6280021198705588,1.9409600139322776,1.4675591420418783,0.8033708225506341
161,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,,2.0,3.0,2.0,,3.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.5,1.5,1.25,2.5,4.0,2.2916666666666665,3.0,3.3333333333333335,2.25,3.5,1.6766690509903548,1.6,0.6921856873732457,0.9660108628667924,0.28069093583004,-0.12370244939003663,0.2432320838565547,0.3087987757947085,-0.03139010469713083
162,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,3.0,3.0,2.0,1.5,1.3333333333333333,1.25,1.25,1.5,1.25,1.347222222222222,1.75,1.5,2.0,2.5,-0.3091518081278727,3.4,-1.1582785745945197,-0.21335285687428543,,-0.9802091695714057,-1.5341281522143402,-0.7195721778949142,-1.3292711413200067
163,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,5.0,3.0,5.0,5.0,4.75,4.75,4.0,4.5,4.0,4.0,4.333333333333333,4.0,4.25,2.25,4.5,0.715401693224088,0.3,3.4213030807242313,0.7090676877837567,1.8330768233741621,1.3105134932473508,1.4391604446762383,1.7539235107432998,2.2409591892031107
164,2.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.5,2.75,2.0,2.0,2.5,2.4583333333333335,2.0,2.0,1.3333333333333333,1.25,-0.05362559192009151,7.5,-1.4619372293636028,0.5542646944269537,-1.4661818972316818,0.591516643916121,-0.1968837558105011,-1.4251689389073867,-0.7070133847392689
165,5.0,5.0,5.0,4.0,,2.0,2.0,2.0,3.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,,1.0,4.0,2.0,5.0,4.0,,1.0,2.0,1.0,4.75,2.0,3.5,3.25,4.0,2.75,3.375,3.25,1.3333333333333333,3.75,1.3333333333333333,-1.0444079488571951,1.2,-0.23003003855742232,0.1832701579333787,-0.6889298098894306,-0.11104707004190677,0.2748834216528668,0.6660543928070691,-0.08825338402810054
166,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,1.0,3.0,2.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,,2.0,2.0,2.0,1.5,2.25,2.25,4.5,2.25,4.0,2.7916666666666665,2.0,2.25,2.5,2.0,-1.1206120122849887,5.6,-0.5835577441880555,0.38922088668114646,0.10052631353391388,-0.8066199731263337,-0.44668291976756397,0.8005675484933636,-0.018365677733374306
167,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,,5.0,2.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,1.5,2.0,4.25,2.5,4.5,2.7916666666666665,3.6666666666666665,4.25,1.0,2.75,-0.4026953159864176,9.3,-1.0655635332297795,0.9773351508456911,0.6653350541721621,0.058985979284696594,0.25086268627012975,0.11782142056961452,0.044134313377623594
168,5.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,,4.0,4.75,2.25,3.25,4.5,3.25,2.25,3.375,2.75,4.0,2.0,2.3333333333333335,0.4554590757260367,1.2,0.04971885966699888,0.7111303137424515,0.1713045783859076,,0.18709307412225898,-0.3223656456586039,-0.22513394463666428
169,5.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,,2.0,,3.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,1.75,4.0,1.25,3.25,2.5416666666666665,2.5,3.0,4.75,4.5,-0.5401850851403803,3.7,1.129171855995228,0.9216508057008695,1.3753267788656929,0.0700008291016354,1.2619460918623915,0.8163583422847713,1.241182765175351
170,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,1.75,1.25,2.0,1.3333333333333333,2.75,1.25,1.722222222222222,2.5,1.0,3.5,1.25,-0.8102832124603281,2.0,-1.888668258139981,-1.313401193675313,-1.3708560062920736,-1.4483014242148207,-1.6379072608937513,-1.430874716944244,-2.405788908005578
171,3.0,2.0,5.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,3.0,4.0,,3.0,2.0,,2.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,,2.0,3.0,5.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,3.5,3.25,3.5,2.5,2.5,3.5,3.125,4.0,3.0,2.75,2.0,-0.05520409788444626,0.5,-1.120183187904858,-1.8600388430177672,-0.650800401435234,-1.0387311219568527,-1.8145605971016483,-0.11957557769061168,-0.6648415543750094
172,1.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,,5.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,2.5,2.5,4.333333333333333,3.25,3.75,2.0,3.0555555555555554,2.0,2.0,3.25,3.75,-2.159614651101319,6.0,-0.3504843657603339,-0.6942731591516756,0.11777366142032758,-1.1645257364005221,-0.07994235615187133,-1.7283413901352092,-0.5495665514638919
173,4.0,5.0,4.0,5.0,3.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,5.0,3.0,4.0,3.0,4.5,2.5,2.75,1.75,3.75,3.25,3.0833333333333335,3.75,3.0,1.25,3.75,-0.3058817012105024,9.4,1.3325880912529877,-0.49937336965830376,0.11719756752185685,0.5229177311134264,0.9002825193825041,-0.6051816573103524,0.17922965066545207
174,4.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,3.75,2.5,3.5,3.6666666666666665,4.0,3.25,3.444444444444444,3.25,3.0,2.25,2.75,-1.1897065073484916,1.4,0.9452655055962821,0.9656985834499683,-0.30560305648801633,-0.23569249239532425,1.5459639559981537,0.36061345493876457,0.35447029089876225
175,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,,3.0,,2.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,,2.0,1.0,2.0,1.5,3.0,3.25,3.5,2.3333333333333335,2.6666666666666665,2.7083333333333335,2.5,2.75,4.5,1.6666666666666667,-0.013044958050324778,10.4,0.22889378589635065,-0.3129616896699266,0.6632965163706921,0.47632550726506107,1.252431794365457,0.6141470458639794,0.9812663208580839
176,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,,1.0,3.0,4.0,3.0,2.0,2.0,,2.0,,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.5,1.0,2.5,2.6666666666666665,2.75,1.9027777777777777,1.5,1.5,2.75,2.0,0.49079895384527816,2.3,-1.6783140866041946,-1.1226947910616873,-1.8345825615188291,-1.1323477251363687,-0.635533681028591,-2.0346435966712306,-1.8587686304753908
177,5.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,3.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,4.5,3.25,3.5,1.75,3.1666666666666665,4.5,3.25,3.5,2.25,0.33178609335961234,0.5,-0.6000585981919715,-1.3599545004335774,-1.609647698266151,-0.7915022233272809,-2.221213335043685,-0.07581594817624149,-1.4180191568266363
178,4.0,2.0,2.0,4.0,4.0,,5.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,2.0,2.0,5.0,3.0,,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.6666666666666665,4.5,3.0,3.6666666666666665,3.75,3.597222222222222,4.25,1.75,2.5,2.25,-0.44271251357374347,3.2,-0.5119236877193155,1.03523897406292,-0.04799129598007481,-0.4672789017833062,-0.7374205012547578,0.21637403663454288,-0.4873718730130496
179,4.0,3.0,2.0,2.0,2.0,1.0,,1.0,3.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,3.0,3.0,,4.0,2.75,1.3333333333333333,3.25,1.25,2.25,1.5,2.0555555555555554,1.25,1.0,3.75,3.3333333333333335,0.17095180114236583,0.9,-2.1929906174273177,-1.4764828612988725,-1.999436137729832,-2.398534974527355,-1.8503898802379208,-0.22201359627365688,-1.9539812373781527
180,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,3.0,2.25,1.5,1.5,3.5,3.0,1.5,2.2083333333333335,1.5,3.0,2.75,2.0,0.37432940539109455,3.6,-1.1970652542542324,-0.3853449284078178,0.4299906766279127,-0.08650682508316757,-0.42626708412793984,-1.2167450416920245,-0.5473304383793622
181,2.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,,4.0,2.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.5,3.25,2.75,3.0,4.25,2.75,3.0833333333333335,3.0,3.0,2.25,2.5,-0.0045311278620450614,2.9,-1.773110185436278,-0.5490941428133685,-1.190826754365132,0.7435577791074272,-0.1731489981020935,-0.6418854358310655,-0.06696929877402305
182,5.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,,4.0,3.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.25,4.0,3.6666666666666665,4.5,3.75,3.5,3.944444444444444,5.0,4.5,2.5,3.5,0.7440133774562662,1.8,2.5815381626662743,0.32455229562824117,0.6855230472429411,1.3999534167908985,0.08936832741403372,,1.5737763168064838
183,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,5.0,,5.0,5.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,1.25,5.0,4.0,3.75,3.8333333333333335,5.0,5.0,3.75,3.0,1.6784242819909991,2.3,0.3759108271638322,2.360873180419083,3.0969112893566995,2.3398744822256377,1.7084904817958377,0.7521725569157012,2.590665646984122
184,5.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,2.0,5.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,,1.0,5.0,2.0,4.0,3.0,3.75,3.5,3.25,2.25,2.75,3.0,3.0833333333333335,1.0,2.0,2.3333333333333335,3.5,0.7686850282319059,2.7,-0.2838586651486222,-0.027404856744347273,-0.543554019517582,-0.7604022646545572,-0.11281694807044963,0.7830525330364421,-0.4120786826405292
185,3.0,5.0,4.0,5.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,5.0,3.0,5.0,3.0,4.0,1.0,2.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,1.0,3.0,4.25,2.0,3.0,2.25,3.75,2.5,2.9583333333333335,4.0,1.5,4.5,2.5,0.31560953912262074,10.9,0.1786926947136513,-0.35647428035570466,-1.1020349354047034,-0.25055349916423697,-0.014443714667151802,1.066460417829977,-0.4494083824774346
186,3.0,4.0,,2.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.75,3.75,3.5,3.25,4.25,3.75,3.25,3.0,2.5,2.0,-0.3740715294917582,2.8,0.1057763753571763,1.061951975663197,-0.07463478477563856,0.3197447251105682,0.7916233647112786,0.7181682409042406,-0.13636364673386578
187,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.5,2.0,1.0,2.75,4.5,3.0,2.4583333333333335,2.25,4.5,2.75,3.75,-0.01644642404580566,2.6,-0.5583195130778423,-0.5046936032142282,-0.3111050745769588,-0.2647700600903718,-0.7444634610174841,-1.3843724288461787,-0.753797868255262
